timestamp,open,high,low,close,volume
2025-06-08,651.1504516601562,656.2777099609375,646.9312744140625,652.1478271484375,1385072458.0
2025-06-09,652.1478271484375,667.7135009765625,648.5833129882812,665.9540405273438,1629752670.0
2025-06-10,665.95458984375,673.6307373046875,657.6258544921875,673.6104736328125,1849736872.0
2025-06-11,673.6104736328125,673.9506225585938,663.1364135742188,667.6690673828125,1778663531.0
2025-06-12,667.6690673828125,669.5156860351562,652.7897338867188,656.2438354492188,1695465665.0
2025-06-13,656.2520141601562,659.311767578125,641.3123168945312,655.2557373046875,1964558213.0
2025-06-14,655.2623901367188,655.4783935546875,639.6327514648438,645.9127807617188,1337524307.0
2025-06-15,645.912353515625,651.7022094726562,642.9979858398438,648.28076171875,1352632285.0
2025-06-16,648.2817993164062,659.243408203125,646.8132934570312,650.9617309570312,1588063609.0
2025-06-17,650.9661865234375,659.038818359375,640.8545532226562,648.5108032226562,1784039065.0
2025-06-18,648.5108032226562,653.4296875,637.9425659179688,644.8067626953125,1667361898.0
2025-06-19,644.8067626953125,646.4259033203125,639.02294921875,644.6807250976562,1374982734.0
2025-06-20,644.6846923828125,649.5967407226562,638.6568603515625,641.784423828125,1614121225.0
2025-06-21,641.784423828125,644.9034423828125,624.7100830078125,628.7478637695312,1486820788.0
2025-06-22,628.7477416992188,635.169921875,602.705078125,615.99462890625,1895564160.0
2025-06-23,615.9945678710938,642.7957763671875,615.58837890625,641.2962036132812,1783710380.0
2025-06-24,641.2962036132812,644.28173828125,636.9046020507812,643.7371826171875,1498769929.0
2025-06-25,643.7371826171875,650.2681884765625,642.5645751953125,645.9231567382812,1653677161.0
2025-06-26,645.9231567382812,649.984130859375,641.8189086914062,642.4142456054688,1439442979.0
2025-06-27,642.4138793945312,647.4111328125,640.5480346679688,646.1536254882812,1358247058.0
2025-06-28,646.1536254882812,649.1661376953125,644.57421875,648.7504272460938,1185616315.0
2025-06-29,648.7504272460938,655.6026611328125,647.2733154296875,655.0361938476562,1284469590.0
2025-06-30,655.0361938476562,659.8912353515625,651.8738403320312,657.0253295898438,1487336817.0
2025-07-01,657.0258178710938,658.9859619140625,644.6724853515625,646.39794921875,1382771755.0
2025-07-02,646.39794921875,664.7877807617188,644.872802734375,660.0572509765625,1576434816.0
2025-07-03,660.0572509765625,664.3876953125,657.2025756835938,663.3231201171875,1512518612.0
2025-07-04,663.3231201171875,664.0619506835938,650.7118530273438,653.739501953125,1379813703.0
2025-07-05,653.739501953125,656.661865234375,652.3401489257812,656.1428833007812,1193229342.0
2025-07-06,656.1429443359375,664.6273803710938,653.8736572265625,663.0889892578125,1387600565.0
2025-07-07,663.0889892578125,663.2283325195312,657.1060791015625,661.0181884765625,1524912345.0
2025-07-08,661.01806640625,662.4974365234375,657.5650634765625,660.7628784179688,1517607542.0
2025-07-09,660.7628784179688,670.7850952148438,659.5992431640625,669.1525268554688,1667011677.0
2025-07-10,669.1525268554688,687.354248046875,668.0310668945312,685.6607055664062,2023565748.0
2025-07-11,685.6607055664062,696.8695068359375,683.8527221679688,689.8733520507812,2327541748.0
2025-07-12,689.8733520507812,696.9548950195312,680.401611328125,685.7778930664062,1715321874.0
2025-07-13,685.7778930664062,694.0123291015625,685.4672241210938,692.2304077148438,1631603869.0
2025-07-14,692.2304077148438,706.7133178710938,686.828857421875,689.416748046875,2362276526.0
