date,pos,paper_return_pct,buy_hold_pct,close,closed_trades,win_rate_pct
2026-06-08,IN_CASH,0.00,0.00,63740.90,0,0.0
2026-06-09,IN_CASH,0.00,-2.19,61703.10,0,0.0
2026-06-10,IN_CASH,0.00,-1.72,61995.20,0,0.0
